timestamp,PV (kWh),Load (kWh),price (cents/kWh)
09222012 19:00,154.775643,3365,49.68
09222012 20:00,10.224357,3238,42.57
09222012 21:00,0,3032,39.1
09222012 22:00,0,2764,36.52
09222012 23:00,0,2525,31.81
09232012 00:00,0,2353,29.77
09232012 01:00,0,2244,26.06
09232012 02:00,0,2186,22.34
09232012 03:00,0,2168,20.21
09232012 04:00,0,2181,20.15
09232012 05:00,3.525643,2269,20.27
09232012 06:00,253.846153,2378,21.79
09232012 07:00,833.814102,2578,22.48
09232012 08:00,1686.314102,2836,26.97
09232012 09:00,902.211541,3003,31.32
09232012 10:00,2314.2307705,3082,34.21
09232012 11:00,2915,3099,35.94
09232012 12:00,2930.160255,3079,37.26
09232012 13:00,3180.128204,3054,37.82
09232012 14:00,2245.8333315,3030,38.13
09232012 15:00,2708.3974335,3037,38.36
09232012 16:00,1589.3589745,3112,39.2
09232012 17:00,735.8012805,3213,39.2
09232012 18:00,404.743592,3305,38.49
09232012 19:00,188.2692295,3409,45.75
09232012 20:00,11.9871785,3240,41.46
09232012 21:00,0,2959,36.41
09232012 22:00,0,2676,31.13
09232012 23:00,0,2435,28.23
09242012 00:00,0,2275,26.63
09242012 01:00,0,2184,23.02
09242012 02:00,0,2146,20.79
09242012 03:00,0,2146,20.58
09242012 04:00,0,2229,20.52
09242012 05:00,1.7628215,2525,24.86
09242012 06:00,68.0448725,2997,31.46
09242012 07:00,375.8333315,3228,35.94
09242012 08:00,511.217949,3321,37.46
09242012 09:00,919.1346175,3381,39.21
09242012 10:00,835.224357,3425,40.4
09242012 11:00,1352.435898,3457,41.46
09242012 12:00,1432.467949,3450,41.83
09242012 13:00,1458.557694,3460,42.09
09242012 14:00,1305.5448725,3412,42.27
09242012 15:00,956.8589745,3387,42.27
09242012 16:00,494.6474335,3385,42.63
09242012 17:00,371.6025665,3446,41.92
09242012 18:00,208.717949,3574,42.02
09242012 19:00,353.974357,3681,49.3
09242012 20:00,24.3269235,3479,42.27
09242012 21:00,0,3166,37.03
09242012 22:00,0,2823,34.97
09242012 23:00,0,2554,28.83
09252012 00:00,0,2394,26
09252012 01:00,0,2317,22.51
09252012 02:00,0,2273,20.9
09252012 03:00,0,2280,20.59
09252012 04:00,0,2356,20.74
09252012 05:00,7.0512805,2645,24.33
09252012 06:00,154.0705155,3127,31.94
09252012 07:00,1324.2307705,3346,35.16
09252012 08:00,2935.4487195,3366,38.29
09252012 09:00,3659.967949,3380,40.27
09252012 10:00,4154.2628215,3429,41.44
09252012 11:00,4439.1346175,3421,41.71
09252012 12:00,3430.8012805,3393,42.09
09252012 13:00,3670.5448725,3393,42.2
09252012 14:00,3234.4230765,3358,42.69
09252012 15:00,2390.7371785,3346,42.21
09252012 16:00,1241.7307705,3384,42.21
09252012 17:00,658.942306,3431,42.08
09252012 18:00,459.743592,3551,41.19
09252012 19:00,50.064102,3663,49.54
09252012 20:00,1.410255,3465,41.68
09252012 21:00,0,3164,36.77
09252012 22:00,0,2802,33.82
09252012 23:00,0,2544,28.38
09262012 00:00,0,2365,25.88
09262012 01:00,0,2281,22.45
09262012 02:00,0,2240,21.15
09262012 03:00,0,2239,20.92
09262012 04:00,0,2331,21.07
09262012 05:00,6.6987195,2621,24.37
09262012 06:00,166.410255,3094,30.75
09262012 07:00,1299.1987195,3352,36.13
09262012 08:00,2868.1089745,3437,38.92
09262012 09:00,3710.7371785,3509,41.47
09262012 10:00,3687.8205155,3569,41.3
09262012 11:00,4325.256408,3598,42.08
09262012 12:00,4225.128204,3587,42.82
09262012 13:00,4060.4807705,3595,42.91
09262012 14:00,3621.538459,3562,44.25
09262012 15:00,1582.307694,3526,44.74
09262012 16:00,1272.403847,3561,46.39
09262012 17:00,774.5833315,3637,43.43
09262012 18:00,369.839745,3741,42.21
09262012 19:00,157.243592,3753,49.57
09262012 20:00,10.5769235,3549,42.38
09262012 21:00,0,3251,39.72
09262012 22:00,0,2902,35.65
09262012 23:00,0,2636,30.21
09272012 00:00,0,2459,26.29
09272012 01:00,0,2361,22.57
09272012 02:00,0,2305,21.09
09272012 03:00,0,2299,20.06
09272012 04:00,0,2372,20.48
09272012 05:00,3.878204,2655,23.49
09272012 06:00,245.032051,3113,30.39
09272012 07:00,1235.032051,3302,32.54
09272012 08:00,2892.435898,3357,37.93
09272012 09:00,3650.8012805,3389,39.26
09272012 10:00,4151.442306,3431,40.59
09272012 11:00,4261.442306,3441,40.81
09272012 12:00,4270.6089745,3416,40.99
09272012 13:00,3985.3846175,3401,41.78
09272012 14:00,3413.878204,3365,42.03
09272012 15:00,2591.346153,3357,41.96
09272012 16:00,1497.339745,3367,42.3
09272012 17:00,455.8653825,3410,41.17
09272012 18:00,207.307694,3536,40.16
09272012 19:00,171.6987195,3657,43.99
09272012 20:00,16.217949,3489,39.16
09272012 21:00,0,3212,34.41
09272012 22:00,0,2873,29.09
09272012 23:00,0,2608,26.26
09282012 00:00,0,2420,26.45
09282012 01:00,0,2331,23.72
09282012 02:00,0,2269,21.27
09282012 03:00,0,2264,20.38
09282012 04:00,0,2343,21.09
09282012 05:00,3.1730765,2606,24.97
09282012 06:00,160.7692295,3061,29.21
09282012 07:00,1261.474357,3303,33.8
09282012 08:00,3100.096153,3412,37.58
09282012 09:00,3943.4294845,3468,40.44
09282012 10:00,4439.4871785,3495,40.79
09282012 11:00,4644.6794845,3508,41.57
09282012 12:00,4452.8846175,3489,41.61
09282012 13:00,4087.275643,3497,41.61
09282012 14:00,3482.275643,3457,41.52
09282012 15:00,2645.288459,3444,41.54
09282012 16:00,1542.1153825,3476,41.56
09282012 17:00,478.4294845,3543,40.56
09282012 18:00,232.339745,3623,39.72
09282012 19:00,137.8525665,3572,43.05
09282012 20:00,14.4551275,3394,38.42
09282012 21:00,0,3169,32.48
09282012 22:00,0,2879,29.75
09282012 23:00,0,2606,27.5
09292012 00:00,0,2399,31.16
09292012 01:00,0,2302,27.06
09292012 02:00,0,2250,24.67
09292012 03:00,0,2227,23.78
09292012 04:00,0,2247,22.85
09292012 05:00,1.410255,2371,24.69
09292012 06:00,124.1025665,2580,24.78
09292012 07:00,758.717949,2820,26.69
09292012 08:00,3006.6666685,3083,29.67
09292012 09:00,3793.589745,3246,34.81
09292012 10:00,4305.5128215,3317,35.9
09292012 11:00,4493.782051,3302,36.85
09292012 12:00,4414.4551275,3261,36.46
09292012 13:00,4100.6730765,3197,36.35
09292012 14:00,3529.1666685,3154,35.64
09292012 15:00,2694.6474335,3123,35.21
09292012 16:00,1562.211541,3168,34.44
09292012 17:00,480.5448725,3265,35.04
09292012 18:00,211.8910255,3382,36.29
09292012 19:00,128.3333315,3350,42.2
09292012 20:00,13.75,3198,37.36
09292012 21:00,0,2995,34.74
09292012 22:00,0,2746,31.09
09292012 23:00,0,2493,27.54
09302012 00:00,0,2326,32.1
09302012 01:00,0,2227,28.5
09302012 02:00,0,2162,26.48
09302012 03:00,0,2139,25.07
09302012 04:00,0,2155,24.01
09302012 05:00,2.1153825,2247,23.39
09302012 06:00,251.378204,2397,24.92
09302012 07:00,1403.2051275,2606,23.43
09302012 08:00,2883.2692295,2877,28.01
09302012 09:00,3767.1474335,3104,32.27
09302012 10:00,4223.0128215,3218,34
09302012 11:00,4413.3974335,3281,34.32
09302012 12:00,4416.9230765,3310,36.26
09302012 13:00,4122.532051,3212,36.1
09302012 14:00,3509.4230765,3190,34.27
09302012 15:00,2723.557694,3163,35.2
09302012 16:00,1592.532051,3229,36.61
09302012 17:00,544.006408,3326,37.93
09302012 18:00,317.660255,3451,39.17
09302012 19:00,140.6730765,3444,45.13
09302012 20:00,14.4551275,3251,41.81
09302012 21:00,0,2964,39.9
09302012 22:00,0,2661,35.83
09302012 23:00,0,2431,27.54
10012012 0:00,0,2280,26.36
10012012 1:00,0,2213,24.1
10012012 2:00,0,2184,22.08
10012012 3:00,0,2183,21.56
10012012 4:00,0,2262,23.34
10012012 5:00,3.1730765,2557,27
10012012 6:00,247.1474335,3033,32.45
10012012 7:00,879.6474335,3276,40.21
10012012 8:00,1592.1794845,3351,40.42
10012012 9:00,3541.153847,3404,41.39
10012012 10:00,2928.75,3461,42.12
10012012 11:00,3884.1987195,3473,42.58
10012012 12:00,2252.8846175,3457,42.66
10012012 13:00,954.038459,3438,42.85
10012012 14:00,835.5769235,3405,42.88
10012012 15:00,585.256408,3368,43.02
10012012 16:00,526.7307705,3374,42.99
10012012 17:00,364.1987195,3467,42.95
10012012 18:00,136.442306,3660,42.39
10012012 19:00,72.275643,3691,45.44
10012012 20:00,2.1153825,3497,42.47
10012012 21:00,0,3196,40.66
10012012 22:00,0,2856,35.61
10012012 23:00,0,2560,27.47
10022012 0:00,0,2380,27.72
10022012 1:00,0,2287,27.28
10022012 2:00,0,2243,25.21
10022012 3:00,0,2255,23.66
10022012 4:00,0,2339,25.33
10022012 5:00,1.7628215,2600,28.3
10022012 6:00,135.032051,3083,35.12
10022012 7:00,758.717949,3272,37.79
10022012 8:00,1639.4230765,3342,40.79
10022012 9:00,2238.782051,3386,42.75
10022012 10:00,1819.2307705,3444,44.15
10022012 11:00,1343.974357,3472,44.37
10022012 12:00,885.993592,3461,44.63
10022012 13:00,821.8269235,3457,44.73
10022012 14:00,689.967949,3418,44.68
10022012 15:00,591.25,3398,44.82
10022012 16:00,465.7371785,3411,44.89
10022012 17:00,388.1730765,3497,44.77
10022012 18:00,306.378204,3648,44.71
10022012 19:00,95.5448725,3658,47.22
10022012 20:00,3.878204,3462,44.26
10022012 21:00,0,3182,40.09
10022012 22:00,0,2843,35.9
10022012 23:00,0,2564,29.93
10032012 0:00,0,2386,30.17
10032012 1:00,0,2296,27.8
10032012 2:00,0,2256,26.92
10032012 3:00,0,2270,25.13
10032012 4:00,0,2350,24.41
10032012 5:00,0.7051275,2604,30.73
10032012 6:00,74.038459,3088,39
10032012 7:00,303.2051275,3335,42.42
10032012 8:00,581.025643,3403,44.02
10032012 9:00,905.3846175,3461,45.51
10032012 10:00,1293.2051275,3518,47.51
10032012 11:00,1660.224357,3533,49.28
10032012 12:00,2436.9230765,3495,50.38
10032012 13:00,3836.25,3491,52.05
10032012 14:00,2736.9551275,3455,52.08
10032012 15:00,2542.692306,3442,54.4
10032012 16:00,1815,3469,55.74
10032012 17:00,863.0769235,3569,54.94
10032012 18:00,328.2371785,3731,49.88
10032012 19:00,237.628204,3709,57.9
10032012 20:00,20.4487195,3530,45.9
10032012 21:00,0,3222,44.55
10032012 22:00,0,2893,42.02
10032012 23:00,0,2621,35.06
10042012 0:00,0,2428,33.88
10042012 1:00,0,2323,30.9
10042012 2:00,0,2283,29.73
10042012 3:00,0,2285,27.69
10042012 4:00,0,2360,27.94
10042012 5:00,2.467949,2609,32.94
10042012 6:00,146.6666685,3096,40.34
10042012 7:00,1062.9807705,3371,43.44
10042012 8:00,3126.8910255,3468,44.04
10042012 9:00,3932.1474335,3515,47.58
10042012 10:00,4405.288459,3564,51.03
10042012 11:00,4670.064102,3584,51.88
10042012 12:00,4653.1410255,3556,51.84
10042012 13:00,4352.756408,3546,51.89
10042012 14:00,3752.339745,3493,52.75
10042012 15:00,2861.057694,3453,54.22
10042012 16:00,1676.7948725,3494,55
10042012 17:00,508.0448725,3584,52.8
10042012 18:00,206.9551275,3712,51.34
10042012 19:00,129.743592,3681,55.91
10042012 20:00,14.1025665,3493,45.9
10042012 21:00,0,3223,41.02
10042012 22:00,0,2894,38.18
10042012 23:00,0,2614,34.45
10052012 0:00,0,2425,30.17
10052012 1:00,0,2324,27.77
10052012 2:00,0,2278,27.45
10052012 3:00,0,2289,26.97
10052012 4:00,0,2365,27.37
10052012 5:00,2.1153825,2608,29.07
10052012 6:00,162.532051,3050,38.67
10052012 7:00,955.096153,3303,39.54
10052012 8:00,2960.8333315,3377,42.05
10052012 9:00,3815.096153,3439,44.61
10052012 10:00,4339.711541,3496,48.11
10052012 11:00,4574.1666685,3511,48.35
10052012 12:00,4546.6666685,3487,48.01
10052012 13:00,4246.282051,3500,48.25
10052012 14:00,3666.6666685,3458,47.73
10052012 15:00,2782.0833315,3416,47.21
10052012 16:00,1644.711541,3398,48.07
10052012 17:00,515.8012805,3399,46.42
10052012 18:00,212.243592,3558,46.86
10052012 19:00,132.564102,3582,49.09
10052012 20:00,12.692306,3436,42.52
10052012 21:00,0,3217,40.04
10052012 22:00,0,2968,37.84
10052012 23:00,0,2704,31.18
10062012 0:00,0,2495,30.12
10062012 1:00,0,2377,27.9
10062012 2:00,0,2314,27.52
10062012 3:00,0,2297,26.25
10062012 4:00,0,2311,25.65
10062012 5:00,2.1153825,2401,26.48
10062012 6:00,123.0448725,2589,28.04
10062012 7:00,981.8910255,2824,28.31
10062012 8:00,3050.7371785,3082,30
10062012 9:00,3882.788459,3237,33.93
10062012 10:00,4434.5512805,3284,39.26
10062012 11:00,4688.3974335,3286,39.76
10062012 12:00,4665.8333315,3260,39.34
10062012 13:00,4343.942306,3237,37.84
10062012 14:00,3757.275643,3222,38.66
10062012 15:00,2871.6346175,3214,35.32
10062012 16:00,1697.243592,3271,36.32
10062012 17:00,527.435898,3375,35.87
10062012 18:00,210.8333315,3452,39.6
10062012 19:00,131.153847,3408,42.35
10062012 20:00,13.75,3270,35.9
10062012 21:00,0,3074,32.13
10062012 22:00,0,2828,30.91
10062012 23:00,0,2581,29
10072012 0:00,0,2396,31.05
10072012 1:00,0,2289,27.83
10072012 2:00,0,2236,27.31
10072012 3:00,0,2237,25.94
10072012 4:00,0,2249,25.65
10072012 5:00,1.057694,2312,26.83
10072012 6:00,213.653847,2452,26.72
10072012 7:00,1126.089745,2683,25.55
10072012 8:00,3028.525643,2953,29.75
10072012 9:00,3785.128204,3077,32.66
10072012 10:00,4321.7307705,3103,34.19
10072012 11:00,4489.5512805,3105,34.1
10072012 12:00,4431.7307705,3114,33.48
10072012 13:00,4140.8653825,3110,32.65
10072012 14:00,3589.4551275,3094,31.49
10072012 15:00,2751.410255,3100,31.58
10072012 16:00,1720.160255,3170,33.1
10072012 17:00,603.942306,3278,35.06
10072012 18:00,231.282051,3472,38.85
10072012 19:00,138.910255,3426,43.54
10072012 20:00,10.9294845,3254,39.98
10072012 21:00,0,3002,36.15
10072012 22:00,0,2716,31
10072012 23:00,0,2477,27.81
10082012 0:00,0,2322,28.02
10082012 1:00,0,2232,27.36
10082012 2:00,0,2196,26.89
10082012 3:00,0,2206,25.87
10082012 4:00,0,2279,26.91
10082012 5:00,0.7051275,2493,27.81
10082012 6:00,117.0512805,2847,34.83
10082012 7:00,754.4871785,3146,38.81
10082012 8:00,2746.8269235,3335,40.16
10082012 9:00,1953.2051275,3428,41.53
10082012 10:00,2049.807694,3473,42.81
10082012 11:00,2748.2371785,3468,41.89
10082012 12:00,3738.942306,3405,41.38
10082012 13:00,4208.910255,3369,40.58
10082012 14:00,3616.6025665,3335,40.02
10082012 15:00,2690.4166685,3298,39.96
10082012 16:00,1557.628204,3321,40.51
10082012 17:00,817.243592,3436,40.62
10082012 18:00,527.788459,3678,43.74
10082012 19:00,176.282051,3673,45.58
10082012 20:00,11.282051,3479,42.73
10082012 21:00,0,3176,39.03
10082012 22:00,0,2835,32.26
10082012 23:00,0,2565,29.19
10092012 0:00,0,2388,29.24
10092012 1:00,0,2297,27.4
10092012 2:00,0,2254,26.98
10092012 3:00,0,2271,26.67
10092012 4:00,0,2364,27.01
10092012 5:00,1.7628215,2657,29.94
10092012 6:00,93.782051,3161,40.02
10092012 7:00,413.910255,3403,41.81
10092012 8:00,1070.032051,3439,41.05
10092012 9:00,855.6730765,3458,43.29
10092012 10:00,1138.4294845,3470,43.9
10092012 11:00,1813.2371785,3469,43.23
10092012 12:00,3003.493592,3446,42.13
10092012 13:00,3061.314102,3420,41.33
10092012 14:00,2931.5705155,3386,40.96
10092012 15:00,1938.0448725,3359,40.86
10092012 16:00,1684.1987195,3389,41.41
10092012 17:00,952.9807705,3505,42.17
10092012 18:00,599.711541,3728,45.31
10092012 19:00,230.9294845,3712,47.63
10092012 20:00,5.6410255,3518,44.18
10092012 21:00,0,3211,38.37
10092012 22:00,0,2860,34.12
10092012 23:00,0,2584,30.51
10102012 0:00,0,2410,29.21
10102012 1:00,0,2327,27.45
10102012 2:00,0,2287,27.05
10102012 3:00,0,2290,27.21
10102012 4:00,0,2372,27.18
10102012 5:00,1.057694,2643,27.87
10102012 6:00,142.435898,3139,37.33
10102012 7:00,760.8333315,3401,39.04
10102012 8:00,2739.0705155,3446,40.06
10102012 9:00,3588.75,3477,42.96
10102012 10:00,4078.814102,3505,44.17
10102012 11:00,4302.692306,3523,43.31
10102012 12:00,3997.0192295,3511,43.32
10102012 13:00,3492.1474335,3487,41.98
10102012 14:00,2266.6346175,3470,41.22
10102012 15:00,2781.7307705,3454,41.19
10102012 16:00,1670.8012805,3534,40.48
10102012 17:00,700.8974335,3666,41.28
10102012 18:00,458.685898,3793,44.35
10102012 19:00,257.0192295,3714,46.32
10102012 20:00,21.506408,3526,43.97
10102012 21:00,0,3242,38.11
10102012 22:00,0,2901,33.17
10102012 23:00,0,2616,29.55
10112012 0:00,0,2449,27.69
10112012 1:00,0,2351,27.29
10112012 2:00,0,2307,27.16
10112012 3:00,0,2317,25.71
10112012 4:00,0,2408,26.9
10112012 5:00,1.057694,2696,27.61
10112012 6:00,142.788459,3186,37.92
10112012 7:00,784.1025665,3404,39.74
10112012 8:00,2342.435898,3436,39.68
10112012 9:00,3432.564102,3441,41.42
10112012 10:00,3752.339745,3431,42.11
10112012 11:00,3702.9807705,3431,41.34
10112012 12:00,3357.467949,3398,40.53
10112012 13:00,2468.653847,3387,39.66
10112012 14:00,1551.282051,3321,38.95
10112012 15:00,670.9294845,3285,38.8
10112012 16:00,700.192306,3303,38.9
10112012 17:00,817.243592,3401,39.53
10112012 18:00,505.5769235,3661,43.13
10112012 19:00,202.371796,3692,44.98
10112012 20:00,12.339745,3528,42.04
10112012 21:00,0,3248,37.47
10112012 22:00,0,2926,30.81
10112012 23:00,0,2643,28.11
10122012 0:00,0,2460,27.69
10122012 1:00,0,2366,27.24
10122012 2:00,0,2320,26.85
10122012 3:00,0,2312,26.74
10122012 4:00,0,2387,27.11
10122012 5:00,1.057694,2667,30.03
10122012 6:00,131.8589745,3147,36.12
10122012 7:00,686.7948725,3380,39.29
10122012 8:00,2683.3653825,3453,38.77
10122012 9:00,3469.5833315,3532,41.72
10122012 10:00,3966.6987195,3551,42.05
10122012 11:00,4184.5833315,3525,40.88
10122012 12:00,4112.307694,3455,39.88
10122012 13:00,3837.307694,3408,38.93
10122012 14:00,3359.935898,3346,38.64
10122012 15:00,2559.2628215,3288,37.63
10122012 16:00,1603.1089745,3313,37.72
10122012 17:00,555.6410255,3425,38.07
10122012 18:00,220.7051275,3635,42.25
10122012 19:00,130.4487195,3621,43
10122012 20:00,13.3974335,3486,40.59
10122012 21:00,0,3281,36.07
10122012 22:00,0,2988,32.55
10122012 23:00,0,2721,29.24
10132012 00:00,0,2527,32.72
10132012 01:00,0,2440,32.91
10132012 02:00,0,2394,32.88
10132012 03:00,0,2376,31.32
10132012 04:00,0,2425,31.38
10132012 05:00,1.057694,2551,31.19
10132012 06:00,121.282051,2757,34.65
10132012 07:00,649.4230765,2996,35.21
10132012 08:00,2834.2628215,3196,36.53
10132012 09:00,3662.788459,3266,42.23
10132012 10:00,4128.525643,3267,42.42
10132012 11:00,4354.5192295,3209,40.61
10132012 12:00,4284.006408,3129,37.68
10132012 13:00,3993.493592,3053,36.71
10132012 14:00,3468.525643,2994,36.04
10132012 15:00,2667.8525665,2992,35.39
10132012 16:00,1608.0448725,3053,35.58
10132012 17:00,530.256408,3206,38.04
10132012 18:00,208.0128215,3456,43.46
10132012 19:00,125.160255,3418,45.32
10132012 20:00,11.282051,3286,42.17
10132012 21:00,0,3086,37.65
10132012 22:00,0,2842,33.59
10132012 23:00,0,2608,35.15
10142012 00:00,0,2435,32.71
10142012 01:00,0,2314,31.87
10142012 02:00,0,2269,29.57
10142012 03:00,0,2244,28.63
10142012 04:00,0,2255,28.94
10142012 05:00,1.057694,2334,28.48
10142012 06:00,115.993592,2500,29.08
10142012 07:00,648.3653825,2735,27.49
10142012 08:00,2763.3974335,3014,30.24
10142012 09:00,3555.6089745,3211,32.66
10142012 10:00,4030.160255,3315,34.31
10142012 11:00,4270.256408,3352,35.23
10142012 12:00,4226.185898,3342,35.33
10142012 13:00,3925.096153,3299,34.13
10142012 14:00,3395.5448725,3261,34.6
10142012 15:00,2610.7371785,3251,35.28
10142012 16:00,1583.0128215,3307,37.19
10142012 17:00,536.25,3425,39.77
10142012 18:00,218.2371785,3567,45.73
10142012 19:00,124.807694,3520,44.95
10142012 20:00,11.9871785,3336,44.85
10142012 21:00,0,3025,39.43
10142012 22:00,0,2725,36.33
10142012 23:00,0,2490,33.39
10152012 00:00,0,2353,33.3
10152012 01:00,0,2309,31.88
10152012 02:00,0,2293,31.13
10152012 03:00,0,2310,29.55
10152012 04:00,0,2393,30.68
10152012 05:00,0.7051275,2661,32.71
10152012 06:00,124.807694,3147,39.28
10152012 07:00,660.7051275,3374,42.99
10152012 08:00,2544.4551275,3434,44.17
10152012 09:00,3359.935898,3508,46
10152012 10:00,3949.4230765,3567,47.13
10152012 11:00,4174.006408,3569,47.41
10152012 12:00,4078.1089745,3557,46.97
10152012 13:00,3739.2948725,3562,46.61
10152012 14:00,3328.2051275,3520,45.77
10152012 15:00,2586.7628215,3490,46.23
10152012 16:00,1781.153847,3513,51.22
10152012 17:00,620.5128215,3642,51.75
10152012 18:00,367.0192295,3826,54.77
10152012 19:00,49.006408,3746,55.71
10152012 20:00,5.288459,3550,52.1
10152012 21:00,0,3242,43.66
10152012 22:00,0,2902,40.15
10152012 23:00,0,2632,31.9
10162012 00:00,0,2454,36.72
10162012 01:00,0,2360,31.75
10162012 02:00,0,2311,29.07
10162012 03:00,0,2301,27.75
10162012 04:00,0,2374,29.32
10162012 05:00,0.7051275,2642,34.14
10162012 06:00,125.160255,3143,42.58
10162012 07:00,656.121796,3424,45.22
10162012 08:00,2663.2692295,3462,45.4
10162012 09:00,3457.9487195,3493,46.98
10162012 10:00,3930.3846175,3541,48.17
10162012 11:00,4205.032051,3544,47.58
10162012 12:00,4122.532051,3517,46.74
10162012 13:00,3943.0769235,3483,45.65
10162012 14:00,3444.5512805,3417,45.58
10162012 15:00,2634.711541,3360,45.41
10162012 16:00,1612.275643,3396,45.49
10162012 17:00,541.8910255,3534,45.66
10162012 18:00,201.6666685,3802,50.09
10162012 19:00,117.0512805,3765,52.32
10162012 20:00,9.871796,3577,48.14
10162012 21:00,0,3299,44.23
10162012 22:00,0,3010,37.81
10162012 23:00,0,2737,32.69
10172012 00:00,0,2513,32.94
10172012 01:00,0,2432,31.25
10172012 02:00,0,2401,28.8
10172012 03:00,0,2407,28.19
10172012 04:00,0,2512,29.17
10172012 05:00,0.7051275,2778,33.38
10172012 06:00,89.903847,3288,42.58
10172012 07:00,654.3589745,3478,44.11
10172012 08:00,2816.282051,3478,43.46
10172012 09:00,3604.6153825,3453,44.63
10172012 10:00,4046.025643,3439,44.62
10172012 11:00,4226.8910255,3405,45.4
10172012 12:00,4255.096153,3369,44.81
10172012 13:00,3990.3205155,3350,44.65
10172012 14:00,3462.1794845,3301,44.62
10172012 15:00,2676.314102,3272,44.61
10172012 16:00,1627.788459,3294,43.54
10172012 17:00,530.256408,3430,45.34
10172012 18:00,191.7948725,3704,51.56
10172012 19:00,118.461541,3665,52.65
10172012 20:00,11.6346175,3493,46.42
10172012 21:00,0,3199,42.59
10172012 22:00,0,2861,38.56
10172012 23:00,0,2601,33.49
10182012 00:00,0,2436,31.51
10182012 01:00,0,2362,29.8
